 #m, @ , ap, ar, ba, ga, go, ha, ho, no, re, rt, se, wo, yo,a @,ad ,ame,ans,app,arc,as ,ata,ay ,car,ce ,day,eat,ed ,fro,goo,he ,hot,ich,ith,ll ,lov,men,ne ,oli,ook,ot ,ou ,ove,re ,rea,s #,san,ve ,you,author
0.0002998371200203953,0.00031345883940890016,0.017326598346635327,0.05948807354614516,0.03808963819989643,0.013530719796333182,0.0237874198009431,0.07354170704601029,0.039638971008668686,0.02109442316835585,0.17470653182060786,0.0,0.036770853523005145,0.016012664533371444,0.09179551180954854,0.0007136225940282929,0.012786426246977671,0.01499615109894699,0.017744890285621415,0.01977276521333196,0.0015173692726350425,0.052218545519712035,0.004063682208108008,0.04760111354116029,0.04256057294358352,0.02703606169413906,0.027744132422687397,0.011933183394117121,0.0948179241788183,0.017577708467601056,0.010874479787217804,0.13755444619403726,0.005431193625198463,0.0021162914570427307,0.022195305938149914,0.08196255043827769,0.0018299015342543657,0.017274971389806597,0.048081652009075236,0.010407106387953469,0.024296194476299292,0.016263605378322398,0.059706423700367175,0.019459901277436083,0.12867055505628427,0.02386743250546584,0.0,0.006876732134510079,0.0527438521329152,0.09174410481343233,0
0.0030221493222189672,0.0,0.010545896299565368,0.028436235907800537,0.009658289867180866,0.006433029759567771,0.01518483944275586,0.026029190371469228,0.052570160232309836,0.015576343772536246,0.07810844763883254,0.004181311938780678,0.052058380742938455,0.04215580356733016,0.14875408302772114,0.07752260136564833,0.014995270449897909,0.008259604246249238,0.01007640192169328,0.016402938345010297,0.058202263193179664,0.016088585008307902,0.0009102019145232748,0.03523181526611943,0.22992727891164436,0.04462757643472883,0.02310082204443732,0.024955676120389285,0.057497316044439487,0.014764254819391516,0.0067973446065027355,0.1068579528756469,0.0009123774785966582,0.007999028929545684,0.0247219323633452,0.02341085479858448,0.004391460207508112,0.050980987081724584,0.025610505288422486,0.004807750908493578,0.014693323027659856,0.012832576349574815,0.0639361660747615,0.02152780796406816,0.06380145475449192,0.046383851671565265,0.024874381736995382,0.0008557119755419774,0.032396892211221086,0.16706077305242056,0
0.06779188476629455,0.00035259550747507296,0.009886180030957365,0.034545761638820935,0.015629100000860725,0.003446057583024807,0.028630396858790406,0.02549346780964679,0.047717051990923,0.03937308661546105,0.11651346918420795,0.03429775074672478,0.029655666635711574,0.0266146188131438,0.1082108009630221,0.0005351476048372038,0.011940492442522871,0.01216743128832962,0.007309447834480745,0.00796299864347356,0.006542807217037343,0.0410398272961879,0.00030473667996032384,0.03870034636658312,0.020129026466714568,0.026444894678020497,0.02442373454152406,0.030133471944467763,0.09442988586634476,0.0217495960681062,0.015361373466087675,0.10771597542270127,0.00305465061391065,0.0020829545083486376,0.03256497938869875,0.043839559994583985,0.028817215231293238,0.01549294153296645,0.041157252143752716,0.007901872543970605,0.100573213558237,0.02799564768812534,0.06956918862883649,0.0309657086154718,0.09165726242491026,0.05237871756504736,0.025558260407433985,0.0037244139893420217,0.05514735615360734,0.10845059073076516,0
0.0,0.003042665691860936,0.09262357301049733,0.0046945990857996615,0.009301295258600016,0.007434298621053802,0.0,0.0359170190835925,0.01125045229048173,0.04950199007811961,0.0379830647790361,0.0,0.04040664646904157,0.009279455857191456,0.002250090458096346,0.009235938761555696,0.02341785025653819,0.0047725851389864024,0.004851976421647332,0.002369496692794211,0.002454786640375055,0.14829885830703016,0.0,0.01372431601671088,0.014083797257398984,0.00684605776782711,0.011708925128269095,0.0,0.011224068463622658,0.0,0.0,0.05126835261174994,0.01054384463389676,0.0025677882550962923,0.0023417850256538192,0.0160493609867488,0.0025374844968293567,0.029457961188344626,0.002276665551024579,0.0,0.04952577339403239,0.002391919771759544,0.0,0.01612495593923282,0.040217362707214696,0.00908529929919242,0.0024780995403512677,0.017305737025507188,0.00902151957113973,0.002265997014488048,0
0.0,0.0,0.002364314852788805,0.022768577126532564,0.020299873231071814,0.0,0.02015723410738633,0.03919405383679095,0.03928618523581854,0.04146875108225291,0.03901045042993172,0.0,0.023951921789150024,0.036003927494605965,0.04365131692868728,0.013438156071590891,0.022715086845920017,0.0,0.0,0.00919355492811104,0.007143357453413821,0.012881950684547106,0.00510151969167589,0.039937358912789114,0.013661146275919536,0.03098951057458755,0.03861564763806403,0.022929856050159902,0.1132272666396183,0.014185889116732832,0.0119055957556897,0.08864877941935563,0.005113713341001139,0.004981459235367758,0.047701682376432034,0.04003129019439975,0.009845341068326595,0.13407769813121748,0.046375211986855236,0.007349069438030456,0.02745115326087529,0.03712222240643747,0.029116004821780256,0.011172178809076365,0.06285017013711221,0.02423479273030032,0.004807464874466643,0.0,0.03281544819908134,0.043959901026628674,0
0.0,0.010262088756580095,0.0,0.0,0.03137075418776357,0.008357959764936059,0.007787581098291334,0.0302845986903491,0.02276684032664409,0.030355787102192125,0.030142731367360086,0.01018588001740133,0.052998047708110924,0.1486612050089747,0.09106736130657636,0.11681371647437006,0.007898207761166042,0.04024159836687382,0.0,0.0,0.008279331656245342,0.08958303665382905,0.017738370403709517,0.007714734564474455,0.047500840421515936,0.03078653591335896,0.007898207761166042,0.0239186539210158,0.04542689803552365,0.0,0.0,0.09021615252008904,0.0,0.017320911102649286,0.02369462328349813,0.023198638056985764,0.017116498335367554,0.28277602571979604,0.023035732137275867,0.008517757040584975,0.007954144940786605,0.01613459741047168,0.04672548658974801,0.023307907201287517,0.05274977989288016,0.045963387320766234,0.016715919529872118,0.03335289838190178,0.03803393304344477,0.0917111434766906,0
0.010427808126381723,0.0,0.012891820503077746,0.03163808788981224,0.029358224140339482,0.010992759278229888,0.03663689202877269,0.04327861648359999,0.03838968960089758,0.031095648576727038,0.06213600254025976,0.0,0.03217171490816282,0.029685092387702144,0.09904539917031577,0.018515418552175446,0.02117568738598964,0.012621181304131113,0.010347687806710564,0.02425615616103239,0.00544467205163853,0.06457638626431292,0.0044865944772354855,0.035513663407991586,0.004405303377062464,0.04827870502883715,0.02157522865742341,0.040331889999882055,0.07621632460386192,0.021209124053450486,0.02554807654999618,0.1475597378145993,0.003148122832875881,0.01095251456661172,0.026769265186062374,0.04302957070603665,0.008658606755106523,0.03015564060262545,0.03767780491178512,0.006894111840394157,0.03218967420366934,0.017139988327238204,0.055546255656526336,0.011790612705138344,0.1158855507499323,0.05774044660856355,0.02071712325512556,0.005483401354144864,0.057719902129649274,0.10051880200875153,0
0.0,0.015123424961832997,0.0,0.02333428124880764,0.040452689596864384,0.006158637892211807,0.04016844465951249,0.06694643751239887,0.02236793499291332,0.04473586998582663,0.04442188591349492,0.0075055573854118434,0.04463095834159926,0.02882693346788712,0.17894347994330653,0.10329028626731784,0.017459596468463266,0.01779143040997594,0.006029129450998533,0.029443676252900782,0.012201400125005596,0.016502516749070863,0.0,0.039792701289995264,0.01750071093660573,0.005671334033019319,0.03491919293692653,0.0,0.033473218756199435,0.0,0.0183021001875084,0.10525459152606743,0.0,0.0,0.029099327447438775,0.051282375868156295,0.006306222941657185,0.06194666652734793,0.01697408659594735,0.0,0.02344433321537914,0.03566677004282285,0.10902863550439107,0.04579904331205049,0.08884377182698984,0.01693426785778767,0.012317275784423614,0.0,0.09528719622786937,0.180208484443194,0
0.0,0.0,0.0,0.0,0.019292247542754267,0.0,0.019156688603439824,0.01862428844299451,0.0062226891924609656,0.0186680675773829,0.006179014501567004,0.0,0.0,0.01924694942819653,0.04355882434722677,0.0,0.012952546256768298,0.019798080022255842,0.006709139433132844,0.0065529105324489976,0.0,0.01224252873951144,0.0,0.3099657230480551,0.012983047365508104,0.031554945957493516,0.5504832159126527,0.0,0.006208096147664837,0.006740871761582514,0.006788782309571195,0.030822627844803267,0.0,0.0,0.0,0.019022127653095085,0.12631474052856112,0.006266679226813478,0.006296183368198714,0.006984283359482228,0.019566419381585348,0.006614922195418906,0.006385562867813274,0.13378207354854293,0.012358029003134008,0.012562826875677792,0.08909231237228707,0.0,0.13098366276687629,0.043866754587694345,0
0.04327629164574878,0.0,0.0,0.0,0.0,0.0,0.03433301776429315,0.03337883906751154,0.0,0.10037190284194912,0.0,0.044906370176886944,0.03337883906751154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16455986942520487,0.0,0.0,0.0,0.03393206025958164,0.0,0.0,0.03337883906751154,0.0,0.0,0.13257829904667032,0.0,0.0,0.034820736239868984,0.0,0.0,0.0,0.0,0.03755213590655269,0.0,0.03556620550860035,0.0,0.034252432682675506,0.13288990746137522,0.0,0.03684763952516109,0.0,0.0,0.0,0
0.0,0.0,0.004230573501628047,0.069259403505853,0.03228752368257058,0.0,0.012022744542706795,0.023377220027432373,0.0234321716278836,0.0859179626355732,0.04653542023834833,0.0052417745573032646,0.03896203337905396,0.020132320447078075,0.0859179626355732,0.05209855968506278,0.016258045223406303,0.008283521349332022,0.004210658281070192,0.008225217935494387,0.0,0.015366830733518596,0.0,0.095282251793248,0.004074082559167823,0.063372464777695,0.06096766958777364,0.14360293194721996,0.03506583004114856,0.02115286750814023,0.004260642178490371,0.150885478664737,0.0,0.0044567730511291676,0.016258045223406303,0.03979431347559991,0.013212529304955926,0.04326267109008117,0.02370892145199874,0.0,0.0040932972413271025,0.004151527509358908,0.04007581514235598,0.02398905047830404,0.05816927529793541,0.18528421287199934,0.0,0.034327593463088335,0.03914542527512862,0.09045831227926064,0
0.059448526275343486,0.0009416560064127543,0.006789198183464232,0.06973933319591455,0.02374845837044913,0.023007956374266458,0.026439961644399528,0.04029455275214613,0.03133650339003068,0.05849480632805727,0.06015869113512067,0.014019945636557821,0.03543141707516298,0.029436381235470495,0.03551470384203477,0.029298335876226506,0.026815555129249,0.02658668763274292,0.031533779016675464,0.010266494667747171,0.010636036771230168,0.050006206316987316,0.004883053566629011,0.041058728504939315,0.0021793541623723297,0.040962395047751066,0.03986096032726204,0.011705554123486771,0.1382519999599497,0.01961323919667445,0.00607773529784581,0.1207251124701248,0.007342087557528653,0.015099092733531626,0.023916576196357217,0.052508482645836366,0.0070677950969417125,0.03506447824540633,0.032411200033148735,0.0336085842320747,0.016057306442654438,0.03183120706171322,0.028583742318269763,0.037784563509493656,0.08366898422240923,0.0344439833813596,0.02837647952826197,0.0045907258021599786,0.030014160682843682,0.037869636505038835,0
0.006994984792914344,0.014168491349641215,0.008421189640354066,0.02186089214964144,0.021306933597499345,0.004839157723993006,0.033990285076229323,0.06642846344417974,0.03819320460398268,0.04022116237056583,0.05839800474696109,0.05852136069560866,0.04147563961235588,0.037286702228407936,0.15885669171568015,0.012139387527224758,0.023920134388976475,0.00788595051879437,0.007288301997039617,0.040931873681774006,0.0022124459995554514,0.03856813796997818,0.001975058105923932,0.08211926207133118,0.01692456166423853,0.038049588252409616,0.06261446942996783,0.03302361236718751,0.08666048276728015,0.017574656640738925,0.011062229997777256,0.13326382568295406,0.01346249644269133,0.010414313576846641,0.032714301443747235,0.05062729434112854,0.034304696780611106,0.012934528673866257,0.03522444335948528,0.011380796344480365,0.024089543056654603,0.027306615741858144,0.11584444097408772,0.043945245553715165,0.09565190432691904,0.05595395299024412,0.01675093058305271,0.0063131870837174545,0.06403083811226233,0.16576619642560173,0
0.0,0.0,0.0,0.015096299378366013,0.05608112186371249,0.011953139725081005,0.02598729567358387,0.04331153174276106,0.014471113960114091,0.0325600064102567,0.04310864013023799,0.0,0.018046471559483777,0.022379777451959872,0.047031120370370785,0.0,0.0,0.011510307815977243,0.0,0.0038097642414950243,0.0,0.02491168129826759,0.02959662767106785,0.09929907837095517,0.0,0.03669114789706688,0.07153895960419729,0.03040646499009113,0.1118881236687994,0.015676168363118432,0.011840689701877741,0.1756141884042962,0.08052571724924619,0.0,0.011295625200662731,0.036863935687333635,0.004079861233302033,0.014573414554043118,0.08053115191732686,0.004060557955684438,0.10996436322572553,0.003845816895497932,0.03341223729460783,0.011111271143986846,0.04670102680775783,0.029215359108626687,0.0,0.027824802749458737,0.02901026430684338,0.051006950939150926,0
0.011740227263579995,0.0,0.019664609159280838,0.01893720583695029,0.018759913215502532,0.009996227627196892,0.02794214216621263,0.009055192613425871,0.03630591271200759,0.03630591271200759,0.018025547653248628,0.0,0.036220770453703484,0.01871586501966397,0.054458869068011374,0.0,0.028339074911105263,0.028877682257704637,0.019572038960833656,0.03823256962422696,0.0,0.08928538892988723,0.02121531968063612,0.11072306394212028,0.047343014592375735,0.018410546921624388,0.056678149822210526,0.0,0.036220770453703484,0.0,0.009902187395552584,0.0539498407269266,0.021266028525087088,0.010358016487403416,0.009446358303701751,0.02774587018610234,0.010235776334954618,0.04570321246288657,0.027551032605994605,0.030562041686795945,0.009513259891653442,0.028945779758038286,0.02794214216621263,0.02787655749135257,0.07210219061299451,0.01832426792732192,0.009996227627196892,0.019945248220204118,0.0272934445452728,0.054843854955463886,0
0.0,0.0,0.009797843680907616,0.09435416744911083,0.012462774836701192,0.016601987000560536,0.024750407763779462,0.04511727693554661,0.018089332697316437,0.04823822052617716,0.08382439587594502,0.0,0.03609382154843729,0.04973404917916428,0.1326551064469872,0.0030938009704724327,0.009413250094506151,0.012789542170737706,0.009751720804701457,0.01904928481737962,0.013156642089326069,0.047451976377841466,0.007046987617456329,0.0766215240048836,0.0062902778299407216,0.0397497109594378,0.0690305006930451,0.12352927040247436,0.06015636924739547,0.022861635255451103,0.0,0.1015480905609886,0.0,0.0068811420263219705,0.01568875015751025,0.07680173516918358,0.006799934214831964,0.006072403850655161,0.02745446996018467,0.00676776130246454,0.015799862002389503,0.006409850824879575,0.10518923299606274,0.018519235949875708,0.09280558114836768,0.1460803507578364,0.0,0.04637579991510167,0.12692299531708118,0.13359288471441358,0
0.0015999422362474,0.0189564534678955,0.0035731549934394226,0.03656043669143485,0.023861371425009385,0.0045409077765497215,0.04357949693613256,0.09008414317582064,0.047827964888317545,0.055661855688990264,0.0573182672478917,0.022136092100402183,0.0423683413110024,0.033157444859253093,0.08534817872311838,0.012693057360038607,0.02746318694201744,0.02098886048988689,0.008446294529594497,0.017801799206540726,0.004048369973517063,0.07300614968767256,0.0,0.0771225208784154,0.0189254025226251,0.031780215042926815,0.05964660913969413,0.02035896725402392,0.12381427897681285,0.014739264347937618,0.015743661008121915,0.17236850390699074,0.020769756102072337,0.005646305711083901,0.03862010663721202,0.06217923225410485,0.014414149625712696,0.029065734882821038,0.0471413064516246,0.012957633293538377,0.0121002386913924,0.03681712138317951,0.06304218488819176,0.028703400043642937,0.09211864379125452,0.03662569329846237,0.0045409077765497215,0.005889241270001847,0.07893634368371373,0.10089962252179303,0
0.0011133419609976485,0.02036862674433617,0.0037296440745338663,0.06420132918818189,0.011563685066800692,0.004265802304019335,0.02473139126272076,0.06526244776253395,0.030125723509194218,0.039593808040655265,0.05811917743498286,0.12130418654039092,0.02619085074680639,0.04525870867497614,0.14804641267375446,0.01722364748653767,0.008958112004147634,0.0059334393724039996,0.02088048912229816,0.02809876707658215,0.019250281102332227,0.02159099460411826,0.0015089085427909914,0.03675007359677751,0.0188563344468786,0.048012183554531185,0.021499468809954327,0.0370755217680428,0.0635450149266778,0.02331027546583667,0.0107989381793571,0.16968523982062153,0.004033373693574082,0.013260577563326069,0.04792589922218984,0.04385298630235908,0.028634847666627918,0.01386911596716229,0.050947697997494906,0.0014491203049034327,0.008570477918519276,0.016927304267219615,0.08611823743268834,0.03833180031818409,0.08290529722343144,0.06950862510588192,0.010427516743158376,0.008038600564279555,0.07160894249564216,0.14735935715109935,0
0.039303456273372034,0.0,0.0,0.03169860450067044,0.018841102787977564,0.006692993016634364,0.018708713863162425,0.054566291272660924,0.03038586521165278,0.10938911476195,0.060345196739999524,0.016313556356361367,0.06669213377769669,0.037593727918741514,0.10938911476195,0.015590594885968688,0.03162413488228611,0.0,0.0,0.00639967223252133,0.01989008460777407,0.09564992025101236,0.0,0.03706741789916498,0.012679441800268174,0.05547067349648992,0.006324826976457222,0.025538510699267943,0.04850337002014304,0.013166476063412516,0.0,0.1204073912347507,0.014238709413009606,0.02774091771490196,0.03162413488228611,0.024769732786100458,0.020560149913941082,0.04284094065920014,0.036893691442417866,0.013641915011171284,0.0,0.025840935068277397,0.0748348554526497,0.04355120354831428,0.13275943282799893,0.042941668243516126,0.026771972066537458,0.01335437847470255,0.054823131451429294,0.091802015698286,0
0.005891010764655579,0.0,0.017267786889357074,0.0285069311521882,0.016473359874291958,0.012539766742941109,0.016357608135851152,0.04998085604349749,0.01821757942204124,0.05692993569387887,0.049746722174989266,0.155879107274681,0.024990428021748744,0.042260606989457265,0.059207133121634024,0.032715216271702305,0.04028994296605444,0.012075201869258534,0.014731285385190763,0.026378463718820456,0.0,0.06272226641827804,0.01064542225702419,0.02314942274024099,0.009502310384062736,0.030023641357739324,0.018959973160496205,0.035886071410989435,0.07497128406524624,0.032068747080234564,0.014906157580560088,0.15340204383762782,0.008003150204216679,0.0051974450969160075,0.02606996309568228,0.07889315588798906,0.010272214876262495,0.034399434170251215,0.020736834051259992,0.002555903341628424,0.014320689498716038,0.02420735367348641,0.04439922208302456,0.020981846847105426,0.07688129790680161,0.07815537860735061,0.017555673440117554,0.0,0.043368461106807636,0.06191898150645219,0
0.024735402805678756,0.0004879083391381816,0.0074263521282477655,0.032747018882642316,0.01864392929198937,0.008742294479507034,0.03295300797169628,0.05867483953880762,0.03355574844022957,0.05448298940295338,0.06986500550085008,0.01840283054977949,0.040316454161634686,0.0372003068518124,0.08298733485218064,0.028139647256729402,0.037927341475509566,0.019132763211444283,0.005057268849619141,0.020517945415307142,0.001968193344158446,0.04862589136069488,0.0008433662042868569,0.056853232291897836,0.00978646541320345,0.030006625669779456,0.03454767738363247,0.0257766733146725,0.09863132535971343,0.0222790563847433,0.01023460538962392,0.17943586275152254,0.008876511185697584,0.002470554631395545,0.028163867432309087,0.05772226459292928,0.003662097563901978,0.02579892948409547,0.03687267227064547,0.006884567208524982,0.026472442575441388,0.04449268361367538,0.05739007006306655,0.0313981041512753,0.0913619302703424,0.06883749456615279,0.04728786559369714,0.005153703337900134,0.04918612578301984,0.0846640925323133,0
0.0026386080494745423,0.0022987342171726763,0.012153920519974187,0.028374160416775675,0.02494630953021967,0.007863258633130147,0.053379807431701384,0.06342879017590486,0.03433885977688392,0.05881804694456354,0.07697336067337443,0.06479923669820774,0.042738115305689904,0.04206377865185,0.08737709864018978,0.01046662890817674,0.03821512624737864,0.018749580317701308,0.005865069830676893,0.01825958074384973,0.0037091830766575063,0.03678918853184804,0.001986720246292186,0.053917354634240335,0.015960465234436318,0.05103234658761642,0.032199782301032,0.033932985786225715,0.09836550348134976,0.023571239796313582,0.02967346461326005,0.14112373698154276,0.007567581834593089,0.006983871368070586,0.03432284487033082,0.06616946011962645,0.0210877675434767,0.015065256431854263,0.04988061011721975,0.009921597068729979,0.026369883417135,0.04662306681953805,0.07082418894532927,0.03028197996471184,0.1053319672372492,0.06623706420718029,0.008986581295005881,0.005603351123561469,0.059297102315758216,0.08970675420785948,0
