 @ma, app, art, at , car, fro, gam, goo, it , lov, no , not, pla, rt , tha, we , wit, you,ame ,arch,data,day ,dia ,e ba,from,goog,grea,ice ,ill ,les ,log ,love,man ,nce ,not ,one ,oogl,ork ,oto ,ove ,play,rch ,reat,rom ,seo ,t to,tes ,that,the ,you ,author
0.02193780326515225,0.014158664188087415,0.006963482261565224,0.05196991266502261,0.011219924376482098,0.029849527278229693,0.003422261524257999,0.02008861743296032,0.04258155808723848,0.08603106813332509,0.008007453947385777,0.010957427690705629,0.002745840517890604,0.006930934938427478,0.044528640385397535,0.024252268878838957,0.13017343864117867,0.14848679089295375,0.00973585985909498,0.003005920274520837,0.0,0.1421113503331305,0.0010165473795924898,0.00391299593098173,0.027974345944776127,0.0011379037834406286,0.05650034733267285,0.02140314346444152,0.0387155338168666,0.00718519367135925,0.007561742756142744,0.09126370605297196,0.005650034733267285,0.03905539713232623,0.00849519851285245,0.025439686170745584,0.001140753841419333,0.03137189895570912,0.0503021444936399,0.06869932921053559,0.0020930051358532837,0.004289344756599811,0.09949842426076563,0.027908399731131,0.0,0.06853681058729663,0.007219186050264806,0.014713917868198229,0.2357441043056845,0.09682249499327113,0
0.0014715510750866088,0.013929512134245604,0.0088081472773216,0.08727157476982587,0.005519167298247688,0.029366425172610962,0.0016834368269296838,0.025602704985564672,0.07181553152898447,0.024250411553246167,0.013129761094549284,0.030992748140420395,0.02296190202612115,0.022160972136417684,0.06313500546831304,0.050931402353953936,0.043124479476207435,0.09532573528365768,0.014367433563260904,0.011829082851966108,0.003830144237192713,0.05696017458104799,0.010500997350111615,0.01443624648601821,0.027965489523290855,0.011754616513184213,0.04168943464428637,0.02746531636389741,0.027206385075889586,0.010603356478676036,0.0095648902901569,0.021043744023867203,0.0013896478214762125,0.02750759111591056,0.022287219414792968,0.047898328624972175,0.011784057788507786,0.01823791148735157,0.003452652930609531,0.02603030527905096,0.004633044128430672,0.014242241836122774,0.04538447526676239,0.02789956418761244,0.01971889419651909,0.04783712806985568,0.011985209795696082,0.037998920573099434,0.2490181666737117,0.07207382410453687,0
0.0,0.0033114877435526666,0.05234941373242315,0.037722230904179234,0.013120814775580605,0.02221333096942636,0.012006193107906906,0.0,0.03658464491428588,0.003391231503162841,0.0,0.012813845648364727,0.016055217321269983,0.008105180614169195,0.04288342103801533,0.03272435958595822,0.049706954464520836,0.1442124531885299,0.010246786755885706,0.003515186183858788,0.0,0.040008220354427165,0.00713263089697412,0.0,0.022160952206204367,0.0,0.08919813233710493,0.035911582329241916,0.06791213529214167,0.006301887079973656,0.0,0.00333517784599568,0.009910903593011658,0.015570068232026004,0.009934463230658,0.01231022164751605,0.0,0.00667035569199136,0.0041040266709505505,0.0065139272239717215,0.0,0.003762037258775176,0.08885332387770542,0.02210871038108164,0.0,0.019495552640431853,0.015829251575860258,0.0225838777649453,0.3221151035281713,0.09318621018883463,0
0.0,0.016740396140183255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02048685436524675,0.0,0.0,0.015705065462612352,0.05951264529706946,0.0,0.0,0.13809126519301146,0.0,0.0,0.034698772307916376,0.0,0.0,0.0,0.09902291012405244,0.0,0.03185761033084249,0.0,0.0,0.0,0.015742115346268234,0.0,0.01555780988123115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.3813869036630512,0.0,0.0,0.0,0.0,0.010175128907289579,0.0,0.010271734123843657,0.02932669519261228,0.0,0.12010181992072608,0.02054346824768731,0.0,0.025988844435660116,0.0,0.0,0.02988427329176078,0.009436934857138628,0.0,0.0,0.0,0.0,0.0,0.0,0.010151136077554962,0.012800352913411065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009868023015011612,0.012832413399088326,0.0,0.026318700541892063,0.0,0.08240522329246314,0.0,0.030525386721868737,0.01012720597424414,0.3006242919897653,0.0,0.020302272155109925,0.0,0.0,0.0,0
0.0,0.0,0.0,0.026705641063876327,0.0,0.0,0.0,0.027214877354607585,0.0,0.0,0.026517400890310443,0.05442975470921517,0.0,0.2410003236862704,0.195168415498477,0.0,0.0,0.10001233351407884,0.0,0.0,0.03867757740371817,0.10458099201091574,0.0,0.0,0.0,0.03391443260058026,0.0,0.05547007286393221,0.0,0.0,0.0,0.0,0.028065894050219392,0.1058199098607774,0.05626522140202191,0.02614524800272893,0.0339993766007964,0.028333869011809162,0.0,0.0,0.0,0.0,0.026958922606496308,0.0,0.0,0.08281184097724152,0.0,0.05481726389056328,0.17257307373854644,0.10214963794325396,0
0.0,0.01407911670898964,0.0074189564999492565,0.053459928240956266,0.03486527371686938,0.08095042904322586,0.0,0.0,0.06480967737587814,0.050463543084574985,0.03317694062609077,0.013619832107604231,0.027304135900179514,0.0,0.09767308583319274,0.07652196306752755,0.03302094044233609,0.16266806252914395,0.007260870732453698,0.0,0.0,0.0327113258282381,0.0,0.01459129344643049,0.08075954891987068,0.0,0.03511432000345574,0.006940074261214907,0.05499716960961723,0.02009482079283708,0.016112697200730546,0.0425395125472821,0.0,0.0066197680553831,0.01407911670898964,0.0327113258282381,0.0,0.02126975627364105,0.017448674116223573,0.03461825496663814,0.0,0.0,0.04722108360854842,0.08056916783008694,0.0,0.04144363231681787,0.013459924819978446,0.05486719054872427,0.18506812547415144,0.08946233987739174,0
0.007147025022846033,0.00977207319273425,0.002376632462535249,0.02640207461237885,0.017125720673510505,0.05402529136049511,0.0,0.019633759551825208,0.09688707407598472,0.02617318421805965,0.015587876544834357,0.02763269862849474,0.014577947662919215,0.004599630155555862,0.07231275945885537,0.022284998941495743,0.0740468653502215,0.16635131512430915,0.007753301105144002,0.1851213566855716,0.0,0.1446093698243903,0.004047715371674599,0.023371306783778644,0.053179261711290934,0.005437122630800409,0.008998983382165357,0.02075009524085146,0.027895355119580943,0.015020352434464382,0.013764364921677407,0.027254718762938616,0.015748220918789368,0.014844309922142616,0.026309427826592208,0.06217504306459293,0.0054507407547232,0.012870283860276568,0.0,0.01996167026873317,0.0016667966946672765,0.00426985673620568,0.0165677560172185,0.053770842454322065,0.0,0.04351675658221448,0.22708982028064786,0.04613826199697089,0.2318734267705064,0.11872971108777385,0
0.01739985779308283,0.024072240471864417,0.0040057291259288684,0.07336445883149785,0.012549908908986614,0.0339948742512919,0.0061246858999787785,0.033092000436758286,0.06648630752666222,0.050601315241316586,0.008359530181298631,0.03186637079095242,0.01719942705870924,0.15349974424170526,0.10547357293280983,0.02754441780187864,0.04754413207889202,0.1970536544973344,0.016988285699671802,0.009414258797818523,0.003483711124343699,0.0506307192627356,0.021831294978429453,0.009191350652574702,0.032703474940250964,0.003054691996171617,0.054350083134266765,0.02872826858702225,0.02722015112743514,0.015671975134083263,0.010149713627128977,0.05486902122383002,0.00631977710863567,0.0405078495887205,0.029140080571204294,0.03885613338768081,0.0030623429499893893,0.0063801187469569795,0.0015701817840257366,0.04112127829044607,0.0028093262934346767,0.00719669101612677,0.06313333789525638,0.032626380364041564,0.002989222982131503,0.048482908742842216,0.012112398126018876,0.040733729461221904,0.1954071893288751,0.11845869414408985,0
0.00783200802063402,0.0,0.011719858265682066,0.03870698550339759,0.02203091857237412,0.04262628016663572,0.004479861743829713,0.010757746180652172,0.051190503212619504,0.04175713222211783,0.0069880275270409,0.017929576967753626,0.01078320794909682,0.004536419858556261,0.05143197350124408,0.010989373963469176,0.041731016138062516,0.18119654636969204,0.015293503135358459,0.011804568833249242,0.0,0.04133973314356194,0.0,0.0038416878686894983,0.03898195392522718,0.004468669262820304,0.036980479535913234,0.02192671885737657,0.03982000569122489,0.010581382595964016,0.012726757966009493,0.04853364299303849,0.0036980479535913225,0.03137209796066753,0.014827354973392222,0.058564621953379414,0.004479861743829713,0.014933428613242613,0.03215797965148018,0.02916644079650237,0.0041097269618141676,0.021055891708942013,0.056835040222180964,0.03889005857700591,0.0,0.010911541193416004,0.010631441979607413,0.0361144509042263,0.2501263102989189,0.14132525827405504,0
